设备,IMEI,时间,东西,经度,南北,纬度,速度,航向,高度,温度,电压,运动量,卫星,HDOP,VDOP,精度,有效性
H65M·J09·N025·190607_210516丢失,032205773,2020-05-24 04:00:18,东经,117.6232700,北纬,38.9429100,0,31,0,35.15,3.915,0,6,1.5,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-24 02:00:42,东经,117.6248900,北纬,38.9435900,0,197,2,33.82,3.922,0,11,0.9,0.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-24 00:00:26,东经,117.6260900,北纬,38.9442400,0,15,1,35.72,3.927,0,4,2.8,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-23 22:00:42,东经,117.6259600,北纬,38.9451600,0,252,2,35.66,3.935,0,10,0.9,0.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-23 20:01:15,东经,117.6259700,北纬,38.9451900,0,194,8,35.55,3.98,0,7,1.2,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-23 18:00:53,东经,117.6672400,北纬,38.8662900,0,89,0,38.39,3.989,0,6,1,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-23 16:00:22,东经,117.6865300,北纬,38.8665500,0,135,22,32.33,3.977,0,4,2.6,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-23 14:00:42,东经,117.8179800,北纬,38.8747000,0,342,1,38.4,3.888,0,7,1.3,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-23 12:00:42,东经,117.8176000,北纬,38.8765200,2.8,111,0,35.25,3.851,0,9,1.2,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-23 00:00:18,东经,117.6250800,北纬,38.9437200,0,329,13,36.01,3.911,0,5,1.3,1.6,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-22 22:00:42,东经,117.6252600,北纬,38.9438400,0,215,1,33.79,3.922,0,12,0.8,0.6,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-22 20:00:42,东经,117.6252000,北纬,38.9438200,0,221,9,38.22,3.931,0,9,0.9,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-22 18:00:19,东经,117.6240200,北纬,38.9433200,0,249,0,40.9,3.93,0,5,1.6,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-22 16:00:42,东经,117.6252100,北纬,38.9441900,0,290,14,40.71,3.934,0,10,0.9,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-22 14:00:22,东经,117.6258700,北纬,38.9438300,0,333,3,40.61,3.89,0,4,5.6,0.9,C,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-22 12:00:42,东经,117.6254700,北纬,38.9445700,0,123,9,42.61,3.844,0,11,0.8,1.3,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-22 10:01:08,东经,117.6447700,北纬,38.9253400,0,115,3,39.17,3.811,0,6,1.4,1.3,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-22 06:00:53,东经,117.8182800,北纬,38.8714800,1.6,290,1,32.03,3.839,0,4,3.6,0.9,C,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-22 02:00:42,东经,118.3013500,北纬,39.1540600,0,331,5,33.18,3.852,0,11,0.9,0.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-22 00:00:19,东经,118.2981700,北纬,39.1662400,0,78,13,32.64,3.856,0,4,2.6,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-21 22:00:42,东经,118.3169700,北纬,39.1695200,2.6,145,1,31.51,3.864,0,11,0.8,0.6,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-21 20:00:51,东经,118.3026100,北纬,39.1539900,2.8,27,14,31.52,3.874,0,4,3.3,1,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-21 08:00:42,东经,118.2625400,北纬,39.1336800,0,263,28,32.23,3.915,0,4,1.8,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-21 06:00:42,东经,118.2591000,北纬,39.1315700,3.8,58,27,31.76,3.921,0,5,1.4,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-21 04:01:23,东经,118.2943600,北纬,39.1513200,0,0,22,30.08,3.938,0,4,1.4,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-21 02:00:52,东经,118.3023500,北纬,39.1507900,0,246,24,31.57,3.952,0,5,1.1,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-21 00:01:09,东经,118.3006600,北纬,39.1506800,0,260,3,30.39,3.981,0,8,1,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-20 22:00:42,东经,118.2603400,北纬,39.1307400,0,311,7,31.72,4.015,0,6,1.8,0.8,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-20 20:00:26,东经,118.2593100,北纬,39.1318100,0,297,6,34.41,4.023,0,4,3.2,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-20 18:01:15,东经,118.2714500,北纬,39.1407200,0,291,10,35.8,4.047,0,7,1.2,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-20 16:00:42,东经,118.3010600,北纬,39.1508100,0,268,13,39.26,4.048,0,7,1,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-20 14:00:42,东经,118.3009200,北纬,39.1519400,0,134,1,40.36,4.045,0,8,1.1,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-20 12:00:52,东经,118.3009300,北纬,39.1524900,0,308,16,41.32,4.044,0,5,1.2,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-20 10:01:12,东经,118.3009300,北纬,39.1525300,0,224,8,40.62,4.06,0,7,1.1,1.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-20 08:00:53,东经,118.3007400,北纬,39.1524500,0,40,3,36.75,4.075,0,5,1.7,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-20 06:00:44,东经,118.2956100,北纬,39.1527200,0,262,11,32.8,4.09,0,6,1.1,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-20 04:00:21,东经,118.2992700,北纬,39.1519700,0,254,1,32.62,4.098,0,5,2,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-20 02:00:42,东经,118.2991800,北纬,39.1521900,0,349,0,30.39,4.122,0,8,1.8,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-20 00:00:42,东经,118.3009000,北纬,39.1524800,0,225,7,32.45,4.135,0,9,0.9,1.5,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-19 22:00:20,东经,118.3007800,北纬,39.1523700,0,28,21,32.21,4.147,0,5,1.8,0.8,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-19 20:00:42,东经,118.3008700,北纬,39.1524700,0,209,8,34.8,4.161,0,9,0.9,1.6,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-19 18:00:42,东经,118.3009300,北纬,39.1524400,0,234,10,36.57,4.52,0,10,1.4,0.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-19 16:00:52,东经,118.3007800,北纬,39.1525500,0,332,15,41.68,4.157,0,8,1,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-19 14:00:26,东经,118.2992900,北纬,39.1518200,0,243,28,42.43,4.144,0,5,1.9,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-19 12:00:42,东经,118.3009600,北纬,39.1525100,0,30,17,42.92,4.122,0,8,1.2,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-19 10:00:26,东经,118.2992400,北纬,39.1519700,1.8,341,4,36.58,4.075,0,4,1.2,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-19 08:00:42,东经,118.3008900,北纬,39.1524500,0,331,0,31.87,4.083,0,10,0.9,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-19 06:00:26,东经,118.2996900,北纬,39.1519400,0,122,6,33.1,4.1,0,5,1.2,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-19 04:00:42,东经,118.2993200,北纬,39.1520500,0,15,10,33.63,4.113,0,12,0.7,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-19 02:00:24,东经,118.3009900,北纬,39.1523900,0,178,11,31.91,4.123,0,4,1.8,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-19 00:00:38,东经,118.3008800,北纬,39.1525200,0,8,1,31.7,4.135,0,7,1,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-18 22:00:42,东经,118.3008700,北纬,39.1524500,0,273,2,31.25,4.149,0,9,0.8,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-18 20:00:53,东经,118.3007700,北纬,39.1525000,0,348,5,34.63,4.161,0,7,1.2,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-18 16:00:42,东经,118.3009100,北纬,39.1524800,0,317,9,37.72,4.129,0,10,0.8,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-18 14:00:41,东经,118.2988400,北纬,39.1558100,0,44,2,39.26,4.105,0,8,0.9,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-18 12:00:52,东经,118.3009000,北纬,39.1524800,0,205,18,32.28,4.101,0,10,1.4,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-18 10:00:45,东经,118.3011800,北纬,39.1568600,2.1,112,149,36.81,4.041,0,3,3.4,1,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-18 08:01:13,东经,118.3090900,北纬,39.1692000,0,313,7,33.07,4.062,0,10,0.9,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-18 06:00:21,东经,118.3001900,北纬,39.1524000,0,119,21,31.9,4.069,0,5,1.3,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-18 04:00:42,东经,118.3009000,北纬,39.1524800,0,193,13,31.59,4.088,0,10,0.9,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-17 22:06:15,东经,118.3008100,北纬,39.1524300,0,202,11,32.37,4.106,0,8,0.9,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-16 08:00:26,东经,118.2985500,北纬,39.1510400,0,151,6,32.21,4.058,0,4,1.9,0.8,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-16 06:00:42,东经,118.3008600,北纬,39.1525000,0,83,5,31.64,4.066,0,8,1.4,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-16 04:00:42,东经,118.3009000,北纬,39.1524500,0,333,10,30.51,4.076,0,7,1,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-16 02:00:23,东经,118.3008500,北纬,39.1525100,0,71,22,30.53,4.092,0,5,1.4,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-15 04:00:44,东经,118.2998000,北纬,39.1498100,1.7,98,95,31.49,4.029,0,5,2.7,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-15 02:00:26,东经,118.3009300,北纬,39.1524500,0,116,8,32.62,4.034,0,4,1.5,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-15 00:00:42,东经,118.3008900,北纬,39.1524500,0,219,6,32.83,4.044,0,11,0.8,0.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-14 22:00:28,东经,118.3008000,北纬,39.1530300,0,256,38,33.09,4.071,0,4,3.6,0.9,C,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-14 20:00:42,东经,118.3008900,北纬,39.1524600,0,46,7,36.1,4.084,0,12,0.7,0.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-14 18:00:42,东经,118.3010900,北纬,39.1528300,0,40,25,41.91,4.034,0,6,1.4,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-14 16:00:43,东经,118.3082600,北纬,39.1788500,0,191,6,30.72,4.032,0,7,1.3,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-14 14:00:42,东经,118.3009100,北纬,39.1524700,0,199,3,34.82,4.045,0,9,1,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-14 12:00:39,东经,118.3009300,北纬,39.1524600,0,81,9,35.93,4.05,0,6,1.1,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-14 10:00:42,东经,118.3008700,北纬,39.1524600,0,260,4,35.18,4.057,0,10,0.9,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-14 08:00:20,东经,118.3022300,北纬,39.1510200,0,117,4,35.18,4.062,0,4,2.2,1,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-14 06:00:42,东经,118.3008800,北纬,39.1524600,0,227,9,34.62,4.087,0,10,1,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-14 04:00:42,东经,118.2990700,北纬,39.1514200,0,72,4,33.01,4.099,0,15,0.7,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-14 02:00:26,东经,118.2996300,北纬,39.1510400,0,236,9,33.5,4.108,0,4,4,0.9,C,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-14 00:00:53,东经,118.2991700,北纬,39.1513900,0,18,2,33.55,4.121,0,6,2.3,0.8,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-13 20:00:42,东经,118.3008500,北纬,39.1524900,0,284,5,34.83,4.159,0,10,0.8,0.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-13 18:00:42,东经,118.3008500,北纬,39.1525800,0,218,0,38.47,4.162,0,7,1.3,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-13 16:00:19,东经,118.3006100,北纬,39.1516500,0,137,16,40.23,4.157,0,5,2.4,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-13 14:00:42,东经,118.3009000,北纬,39.1524600,0,97,5,39.01,4.445,0,12,0.8,0.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-13 12:00:22,东经,118.3009000,北纬,39.1524400,0,259,17,40.96,4.161,0,4,1.5,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-13 10:00:42,东经,118.3009200,北纬,39.1524800,0,30,12,35.18,4.149,0,11,0.7,0.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-13 08:00:21,东经,118.2995700,北纬,39.1558500,0,99,15,33.59,4.095,0,5,2,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-13 06:00:42,东经,118.3008900,北纬,39.1525000,0,355,15,32.27,4.106,0,11,0.9,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-13 04:00:53,东经,118.2997400,北纬,39.1526600,1.9,91,41,31.35,4.12,0,7,1.5,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-13 00:00:42,东经,118.2991000,北纬,39.1514700,0,21,3,32.47,4.141,0,8,1.2,0.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-12 22:00:19,东经,118.3008700,北纬,39.1524700,0,269,7,31.96,4.151,0,5,1.3,2.1,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-12 20:00:42,东经,118.3008700,北纬,39.1524900,0,285,4,33.07,4.163,0,9,0.8,0.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-12 18:00:24,东经,118.3008500,北纬,39.1524500,0,176,13,37.39,4.163,0,5,2,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-12 16:00:42,东经,118.3008700,北纬,39.1525100,0,230,11,43.63,4.469,0,11,0.7,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-12 14:00:19,东经,118.2982900,北纬,39.1515400,3.2,122,8,39.53,4.162,0,4,2.1,0.8,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-12 12:01:32,东经,118.3000900,北纬,39.1559200,0,102,18,38.44,4.161,0,6,1.1,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-12 10:00:53,东经,118.3007900,北纬,39.1525300,2.7,51,3,35.63,4.133,0,5,1.2,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-12 08:00:18,东经,118.3011500,北纬,39.1524500,0,14,6,32.34,4.121,0,6,1.1,0.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-12 06:00:42,东经,118.3009400,北纬,39.1523600,0,331,2,30.9,4.12,0,9,1.1,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-12 04:00:42,东经,118.3008300,北纬,39.1524600,0,63,8,31.56,4.13,0,10,0.8,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-12 00:00:42,东经,118.2991600,北纬,39.1510800,0,248,4,33.77,4.146,0,6,2.7,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-11 22:00:18,东经,118.2989300,北纬,39.1515200,0,40,17,30.93,4.154,0,5,2.2,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-11 20:00:42,东经,118.3008800,北纬,39.1524500,0,45,8,35,4.163,0,9,1.2,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-11 18:00:23,东经,118.3008000,北纬,39.1525000,0,230,1,38.61,4.472,0,5,1.7,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-11 16:00:42,东经,118.3009000,北纬,39.1525100,0,140,11,37.45,4.159,0,13,0.7,0.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-11 14:00:21,东经,118.3009000,北纬,39.1524900,0,1,10,39.9,4.128,0,6,1.3,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-11 12:00:42,东经,118.2990600,北纬,39.1513600,0,288,12,35.71,4.083,0,11,0.7,0.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-11 08:01:15,东经,118.3004300,北纬,39.1554900,2.4,104,3,34.81,4.091,0,10,1.1,0.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-11 06:00:26,东经,118.2992400,北纬,39.1515400,0,209,6,35.52,4.095,0,5,1.5,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-11 04:01:14,东经,118.2992900,北纬,39.1513700,3.5,337,23,35.74,4.124,0,4,6.9,8,C,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-11 02:00:53,东经,118.2992200,北纬,39.1510800,0,315,26,34.76,4.136,0,4,1.5,1,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-11 00:00:22,东经,118.2993500,北纬,39.1515700,0,167,22,34.58,4.143,0,5,1.8,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-10 22:00:42,东经,118.3007900,北纬,39.1523400,0,306,2,33.65,4.154,0,9,1.1,1.3,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-10 20:00:25,东经,118.3009200,北纬,39.1523700,0,149,13,35.99,4.162,0,4,2.2,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-10 18:00:42,东经,118.3009400,北纬,39.1524700,0,179,12,36.59,4.163,0,12,0.8,0.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-10 16:00:26,东经,118.3003700,北纬,39.1516600,0,243,13,37.95,4.157,0,4,2.6,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-10 14:00:42,东经,118.3007000,北纬,39.1516700,0,159,2,39.26,4.023,0,9,0.9,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-10 12:00:52,东经,118.3001000,北纬,39.1557000,0,67,14,38.49,3.8,0,3,3.4,1,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-10 10:00:52,东经,118.3006400,北纬,39.1554800,0,73,14,36.08,3.779,0,7,2.3,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-10 08:00:53,东经,118.3008700,北纬,39.1554500,0,209,8,34.03,3.767,0,8,1,0.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-10 06:00:26,东经,118.3009700,北纬,39.1525700,0,239,25,28.94,3.769,0,5,1.5,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-10 04:00:42,东经,118.2998700,北纬,39.1550900,0,247,6,31.93,3.772,0,12,0.7,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-10 02:00:26,东经,118.3009200,北纬,39.1524700,0,57,0,32.62,3.775,0,4,1.9,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-10 00:00:52,东经,118.2991800,北纬,39.1512700,0,242,1,32.62,3.779,0,6,1.3,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-09 22:00:42,东经,118.3008400,北纬,39.1523900,0,98,1,34.03,3.783,0,7,1.2,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-09 20:00:25,东经,118.3010400,北纬,39.1554600,0,86,0,32.83,3.789,0,4,1.6,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-09 18:00:42,东经,118.3008800,北纬,39.1524800,0,354,0,33.57,3.795,0,13,0.7,0.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-09 16:00:26,东经,118.3011800,北纬,39.1516400,1.8,112,12,38.5,3.79,0,4,2.5,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-09 14:00:52,东经,118.3004000,北纬,39.1516000,0,275,6,37.71,3.779,0,8,1,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-09 12:00:52,东经,118.3008800,北纬,39.1524200,0,345,10,38,3.776,0,5,1.4,2,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-09 10:00:42,东经,118.3000500,北纬,39.1527200,1.8,147,7,36.66,3.766,0,7,1.1,0.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-09 08:00:52,东经,118.3013300,北纬,39.1517000,0,287,6,32.35,3.755,0,10,0.9,0.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-09 06:00:51,东经,118.2998000,北纬,39.1516500,0,159,22,33.47,3.758,0,6,1.3,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-09 04:00:52,东经,118.2981300,北纬,39.1552800,0,44,11,34.57,3.762,0,4,1.4,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-09 02:00:42,东经,118.3016200,北纬,39.1524100,0,306,5,32.03,3.765,0,8,1.4,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-09 00:00:42,东经,118.2995400,北纬,39.1547800,0,101,1,29.79,3.769,0,8,1.3,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-08 22:00:42,东经,118.3018300,北纬,39.1524900,0,217,10,32.16,3.772,0,9,1,0.6,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-08 20:00:51,东经,118.2997200,北纬,39.1544600,0,280,1,29.7,3.777,0,8,1,1.6,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-08 16:00:35,东经,118.3015700,北纬,39.1552000,0,37,16,28.27,3.789,0,5,1.8,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-08 14:00:42,东经,118.3009500,北纬,39.1557300,0,220,3,29.24,3.789,0,8,1.1,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-08 12:00:42,东经,118.3009500,北纬,39.1557600,0,309,15,29.93,3.796,0,5,1.5,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-08 10:00:52,东经,118.3010200,北纬,39.1556500,0,7,14,28.49,3.801,0,9,1,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-08 08:00:22,东经,118.3019600,北纬,39.1555400,0,64,9,28.84,3.803,0,5,1.6,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-08 06:00:42,东经,118.3002600,北纬,39.1554300,0,217,11,30.9,3.806,0,7,1.1,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-08 02:00:21,东经,118.3008600,北纬,39.1542100,0,3,26,30.33,3.812,0,6,1.9,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-08 00:00:42,东经,118.3004500,北纬,39.1554600,0,27,2,30.28,3.816,0,11,0.8,0.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-07 22:00:21,东经,118.3006900,北纬,39.1556400,0,294,5,31.32,3.818,0,5,1.2,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-07 20:00:42,东经,118.3007100,北纬,39.1557100,0,93,3,31.68,3.822,0,10,0.9,0.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-07 18:01:16,东经,118.2998700,北纬,39.1558200,0,307,6,32.43,3.833,0,8,0.9,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-07 16:01:16,东经,118.2969500,北纬,39.1557100,2.7,58,12,33.98,3.849,0,6,1.1,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-07 14:00:29,东经,118.3006100,北纬,39.1534200,0,250,54,33.35,3.85,0,4,1.9,1,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-07 12:01:15,东经,118.2997500,北纬,39.1558800,0,252,9,35.68,3.868,0,6,1.4,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-07 10:00:27,东经,118.2999800,北纬,39.1554800,0,347,9,34.14,3.871,0,5,1.1,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-07 08:00:42,东经,118.2997700,北纬,39.1554300,0,244,6,31.06,3.879,0,10,0.9,0.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-06 10:00:42,东经,118.2912100,北纬,39.1467100,0,134,6,34.32,3.826,0,11,1,0.7,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-06 08:00:20,东经,118.3010300,北纬,39.1517600,0,0,10,33.86,3.817,0,5,1.6,1.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-06 06:00:42,东经,118.2997700,北纬,39.1516300,0,318,15,31.98,3.822,0,10,1,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-06 04:00:42,东经,118.3030300,北纬,39.1505700,0,340,8,34.28,3.826,0,6,1.6,0.9,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-06 02:00:42,东经,118.3004500,北纬,39.1509400,0,282,9,30.68,3.832,0,5,2,2,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-06 00:00:42,东经,118.2995700,北纬,39.1543400,0,311,2,32.62,3.838,0,6,1.5,0.8,A,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-05 22:00:26,东经,118.2888200,北纬,39.1459000,0,40,2,33.18,3.857,0,4,2.7,0.9,B,可用
H65M·J09·N025·190607_210516丢失,032205773,2020-05-05 20:00:51,东经,118.2925300,北纬,39.1453000,2,170,83,34.92,3.871,0,5,3.9,1,C,可用
